Number of vertices ;Diameter;Edge connectivity;Matching number;Radius;Largest L-eigenvalue ;Second largest Eigenvalue;Smallest Eigenvalue;Girth;Chromatic Index
36;7;3;18;4;5.586;2.771;-2.586;5;1
36;7;3;18;5;5.624;2.803;-2.624;5;1
36;7;3;18;5;5.557;2.784;-2.557;5;1
36;8;3;18;5;5.487;2.786;-2.487;5;1
36;7;3;18;5;5.581;2.763;-2.581;5;1
36;6;3;18;4;5.542;2.759;-2.542;5;1
36;7;3;18;5;5.569;2.776;-2.569;5;1
36;7;3;18;5;5.578;2.792;-2.578;5;1
36;8;3;18;6;5.61;2.778;-2.61;5;1
36;8;3;18;5;5.562;2.783;-2.562;5;1
36;7;3;18;4;5.599;2.776;-2.599;5;1
36;7;3;18;4;5.596;2.762;-2.596;5;1
36;6;3;18;4;5.599;2.74;-2.599;5;1
36;6;3;18;4;5.588;2.76;-2.588;5;1
36;6;3;18;4;5.532;2.773;-2.532;5;1
36;6;3;18;5;5.554;2.762;-2.554;5;1
36;7;3;18;5;5.553;2.793;-2.553;5;1
36;6;3;18;5;5.487;2.701;-2.487;5;1
36;6;3;18;5;5.546;2.784;-2.546;5;1
36;7;3;18;4;5.578;2.775;-2.578;5;1
36;6;3;18;5;5.581;2.742;-2.581;5;1
36;6;3;18;5;5.523;2.737;-2.523;5;1
36;6;3;18;5;5.49;2.792;-2.49;5;1
36;6;3;18;5;5.564;2.736;-2.564;5;1
36;7;3;18;5;5.647;2.724;-2.647;5;1
36;7;3;18;5;5.579;2.764;-2.579;5;1
36;7;3;18;5;5.542;2.781;-2.542;5;1
36;6;3;18;5;5.562;2.727;-2.562;5;1
36;7;3;18;5;5.54;2.804;-2.54;5;1
36;7;3;18;5;5.582;2.768;-2.582;5;1
36;6;3;18;5;5.51;2.701;-2.51;5;1
36;7;3;18;5;5.61;2.758;-2.61;5;1
36;7;3;18;5;5.645;2.713;-2.645;5;1
36;6;3;18;5;5.539;2.711;-2.539;5;1
36;6;3;18;5;5.546;2.75;-2.546;5;1
36;7;3;18;5;5.578;2.754;-2.578;5;1
36;7;3;18;5;5.555;2.749;-2.555;5;1
36;6;3;18;5;5.617;2.72;-2.617;5;1
36;7;3;18;5;5.607;2.792;-2.607;5;1
36;7;3;18;5;5.589;2.771;-2.589;5;1
36;7;3;18;5;5.607;2.765;-2.607;5;1
36;7;3;18;5;5.614;2.782;-2.614;5;1
36;7;3;18;5;5.543;2.756;-2.543;5;1
36;7;3;18;5;5.615;2.779;-2.615;5;1
36;7;3;18;5;5.648;2.759;-2.648;5;1
36;7;3;18;5;5.623;2.735;-2.623;5;1
36;7;3;18;5;5.646;2.749;-2.646;5;1
36;6;3;18;5;5.585;2.705;-2.585;5;1
36;7;3;18;5;5.623;2.717;-2.623;5;1
36;6;3;18;5;5.547;2.708;-2.547;5;1
36;7;3;18;5;5.553;2.711;-2.553;5;1
36;7;3;18;5;5.56;2.761;-2.56;5;1
36;7;3;18;5;5.65;2.738;-2.65;5;1
36;7;3;18;5;5.612;2.575;-2.612;5;1
36;7;3;18;5;5.607;2.732;-2.607;5;1
36;7;3;18;5;5.551;2.729;-2.551;5;1
36;7;3;18;5;5.622;2.744;-2.622;5;1
36;7;3;18;5;5.608;2.737;-2.608;5;1
36;6;3;18;5;5.564;2.725;-2.564;5;1
36;7;3;18;5;5.571;2.72;-2.571;5;1
36;7;3;18;5;5.612;2.72;-2.612;5;1
36;6;3;18;5;5.563;2.742;-2.563;5;1
36;6;3;18;5;5.502;2.771;-2.502;5;1
36;7;3;18;5;5.587;2.74;-2.587;5;1
36;7;3;18;5;5.583;2.753;-2.583;5;1
36;7;3;18;5;5.554;2.742;-2.554;5;1
36;7;3;18;5;5.57;2.762;-2.57;5;1
36;7;3;18;5;5.558;2.736;-2.558;5;1
36;7;3;18;5;5.613;2.769;-2.613;5;1
36;6;3;18;5;5.585;2.761;-2.585;5;1
36;6;3;18;5;5.55;2.769;-2.55;5;1
36;6;3;18;5;5.49;2.777;-2.49;5;1
36;7;3;18;5;5.562;2.78;-2.562;5;1
36;7;3;18;5;5.572;2.756;-2.572;5;1
36;6;3;18;5;5.584;2.753;-2.584;5;1
36;7;3;18;5;5.501;2.798;-2.501;5;1
36;6;3;18;5;5.565;2.747;-2.565;5;1
36;6;3;18;5;5.615;2.705;-2.615;5;1
36;6;3;18;5;5.547;2.726;-2.547;5;1
36;7;3;18;5;5.623;2.743;-2.623;5;1
36;7;3;18;5;5.54;2.786;-2.54;5;1
36;7;3;18;5;5.579;2.726;-2.579;5;1
36;6;3;18;5;5.561;2.718;-2.561;5;1
36;7;3;18;5;5.608;2.723;-2.608;5;1
36;7;3;18;5;5.569;2.711;-2.569;5;1
36;6;3;18;5;5.598;2.735;-2.598;5;1
36;6;3;18;5;5.645;2.712;-2.645;5;1
36;7;3;18;5;5.584;2.8;-2.584;5;1
36;6;3;18;5;5.546;2.762;-2.546;5;1
36;6;3;18;5;5.576;2.742;-2.576;5;1
36;6;3;18;5;5.491;2.746;-2.491;5;1
36;7;3;18;5;5.561;2.768;-2.561;5;1
36;7;3;18;5;5.581;2.765;-2.581;5;1
36;7;3;18;5;5.571;2.728;-2.571;5;1
36;7;3;18;5;5.587;2.771;-2.587;5;1
36;7;3;18;5;5.563;2.782;-2.563;5;1
