Number of vertices ;Diameter;Edge connectivity;Matching number;Radius;Largest L-eigenvalue ;Second largest Eigenvalue;Smallest Eigenvalue;Girth;Chromatic Index
32;6;3;16;5;5.52983;2.74529;-2.52983;5;1
32;6;3;16;4;5.64197;2.70565;-2.64197;5;1
32;6;3;16;5;5.58478;2.74758;-2.58478;5;1
32;6;3;16;5;5.70121;2.72418;-2.70121;5;1
32;6;3;16;5;5.69089;2.72511;-2.69089;5;1
32;6;3;16;5;5.63382;2.69231;-2.63382;4;1
32;6;3;16;5;5.70131;2.70473;-2.70131;4;1
32;6;3;16;5;5.70855;2.72431;-2.70855;4;1
32;6;3;16;5;5.71074;2.72322;-2.71074;4;1
32;6;3;16;5;5.69349;2.72354;-2.69349;4;1
32;6;3;16;5;5.68631;2.72307;-2.68863;4;1
32;6;3;16;4;5.72311;2.72748;-2.72311;4;1
32;6;3;16;4;5.80831;2.72731;-2.80831;4;1
32;6;3;16;4;5.74831;2.72801;-2.74831;4;1
32;6;3;16;4;5.73741;2.72751;-2.73741;5;1
32;6;3;16;4;5.69933;2.70589;-2.69933;4;1
32;6;3;16;4;5.65997;2.70587;-2.65997;4;1
32;6;3;16;5;5.69871;2.7138;-2.69871;4;1
32;6;3;16;4;5.66743;2.73135;-2.66743;4;1
32;6;3;16;4;5.64112;2.72661;-2.64112;5;1
32;6;3;16;4;5.63855;2.7266;-2.63855;5;1
32;6;3;16;5;5.7008;2.72451;-2.7008;4;1
32;6;3;16;5;5.71469;2.72379;-2.71469;4;1
32;6;3;16;5;5.68347;2.72357;-2.68347;5;1
32;6;3;16;5;5.70545;2.72361;-2.70545;4;1
32;6;3;16;4;5.64257;2.72976;-2.64257;5;1
32;6;3;16;4;5.67737;2.72954;-2.67737;4;1
32;6;3;16;4;5.69586;2.72777;-2.69586;4;1
32;6;3;16;4;5.65728;2.72955;-2.65728;4;1
32;6;3;16;4;5.71955;2.73015;-2.71955;4;1
32;6;3;16;4;5.74082;2.73004;-2.74082;4;1
32;6;3;16;4;5.63573;2.72799;-2.63573;4;1
32;6;3;16;4;5.71724;2.72974;-2.71724;4;1
32;6;3;16;4;5.70552;2.72787;-2.70552;5;1
32;6;3;16;4;5.72514;2.7282;-2.72514;4;1
32;6;3;16;4;5.74474;2.72964;-2.74474;4;1
32;6;3;16;5;5.70488;2.72356;-2.70488;5;1
32;6;3;16;5;5.63657;2.73408;-2.63657;5;1
32;6;3;16;5;5.61211;2.6558;-2.61211;5;1
32;6;3;16;5;5.59003;2.62728;-2.59003;5;1
32;6;3;16;5;5.62894;2.63838;-2.62894;5;1
32;6;3;16;5;5.62458;2.62851;-2.62458;5;1
32;5;3;16;5;5.66528;2.62535;-2.66528;4;1
32;6;3;16;5;5.62536;2.63808;-2.62536;4;1
32;6;3;16;5;5.63937;2.64044;-2.63937;4;1
32;6;3;16;5;5.69485;2.6298;-2.69485;4;1
32;5;3;16;5;5.81092;2.63202;-2.81092;4;1
32;5;3;16;5;5.66404;2.63323;-2.66404;4;1
32;6;3;16;5;5.78666;2.62031;-2.78666;4;1
32;6;3;16;5;5.62732;2.63586;-2.62732;4;1
32;6;3;16;5;5.70165;2.63513;-2.70165;4;1
32;6;3;16;5;5.60474;2.63455;-2.60474;4;1
32;6;3;16;5;5.76409;2.62747;-2.76409;4;1
32;6;3;16;5;5.69211;2.63377;-2.69211;4;1
32;6;3;16;5;5.63299;2.63063;-2.63299;5;1
32;6;3;16;5;5.71013;2.62965;-2.71013;4;1
32;6;3;16;5;5.61106;2.62576;-2.61106;4;1
32;6;3;16;5;5.74607;2.63869;-2.74607;4;1
32;6;3;16;5;5.68695;2.63882;-2.68695;4;1
32;6;3;16;5;5.81271;2.62643;-2.8127;4;1
32;6;3;16;5;5.67136;2.63283;-2.67136;4;1
32;6;3;16;5;5.64731;2.6235;-2.64731;4;1
32;6;3;16;5;5.66676;2.62696;-2.66676;4;1
32;6;3;16;5;5.68321;2.62604;-2.68321;4;1
32;6;3;16;5;5.65298;2.62708;-2.65298;4;1
32;6;3;16;5;5.69473;2.62769;-2.69473;4;1
32;6;3;16;5;5.68902;2.6266;-2.68902;4;1
32;6;3;16;5;5.79846;2.63704;-2.79846;4;1
32;6;3;16;5;5.6425;2.63864;-2.6425;4;1
32;6;3;16;5;5.63518;2.64141;-2.63518;4;1
32;6;3;16;5;5.80414;2.64076;-2.80414;4;1
32;6;3;16;5;5.69735;2.64135;-2.69735;4;1
32;6;3;16;5;5.6121;2.62529;-2.6121;5;1
32;6;3;16;5;5.64485;2.62747;-2.64485;5;1
32;6;3;16;5;5.54544;2.63926;-2.54544;5;1
32;6;3;16;5;5.62922;2.63581;-2.62922;5;1
32;6;3;16;5;5.59931;2.64129;-2.59931;5;1
32;6;3;16;5;5.63937;2.63199;-2.63937;5;1
32;6;3;16;5;5.64064;2.62352;-2.64064;5;1
32;6;3;16;5;5.69464;2.62483;-2.69464;5;1
32;6;3;16;5;5.57731;2.6524;-2.57731;5;1
32;6;3;16;5;5.61403;2.65254;-2.61403;5;1
32;6;3;16;5;5.56718;2.67948;-2.56718;5;1
32;6;3;16;5;5.71892;2.66266;-2.71892;5;1
32;6;3;16;5;5.64714;2.66235;-2.64714;5;1
32;6;3;16;5;5.6909;2.66296;-2.6909;5;1
32;6;3;16;5;5.68094;2.66283;-2.68094;5;1
32;6;3;16;4;5.63519;2.67903;-2.63519;5;1
32;6;3;16;5;5.72083;2.66334;-2.72083;5;1
32;6;3;16;5;5.63206;2.64385;-2.63206;5;1
32;6;3;16;5;5.62302;2.73301;-2.62302;5;1
32;6;3;16;5;5.59723;2.65316;-2.59723;5;1
32;6;3;16;5;5.59502;2.72311;-2.59502;5;1
32;6;3;16;4;5.60368;2.68742;-2.60368;5;1
32;7;3;16;4;5.59985;2.76313;-2.59985;5;1
32;7;3;16;4;5.66158;2.75786;-2.66158;5;1
32;7;3;16;4;5.6383;2.76191;-2.6383;5;1
32;6;3;16;4;5.5237;2.68256;-2.5237;5;1
32;6;3;16;5;5.63623;2.72067;-2.63623;5;1
32;6;3;16;5;5.69838;2.72175;-2.69838;5;1
32;6;3;16;5;5.7033;2.67577;-2.7033;5;1
32;6;3;16;4;5.5826;2.66923;-2.5826;5;1
32;6;3;16;4;5.58572;2.67497;-2.58572;5;1
32;6;3;16;5;5.5469;2.67488;-2.5469;5;1
32;6;3;16;5;5.66962;2.6752;-2.66962;5;1
32;6;3;16;4;5.69681;2.6694;-2.59681;5;1
32;6;3;16;4;5.54636;2.67743;-2.54636;5;1
32;6;3;16;4;5.63804;2.66969;-2.63804;5;1
32;6;3;16;5;5.80515;2.64463;-2.80515;4;1
32;6;3;16;5;5.67189;2.64633;-2.67189;4;1
32;6;3;16;4;5.69164;2.6765;-2.69164;4;1
32;6;3;16;5;5.77212;2.67783;-2.77212;4;1
32;6;3;16;5;5.77821;2.67086;-2.77821;4;1
32;6;3;16;5;5.67258;2.67749;-2.67258;4;1
32;6;3;16;4;5.77885;2.67782;-2.77885;4;1
32;6;3;16;4;5.7338;2.67821;-2.7338;4;1
32;6;3;16;5;5.70981;2.67604;-2.70981;4;1
32;6;3;16;5;5.60864;2.6787;-2.60864;4;1
32;6;3;16;5;5.68143;2.67798;-2.68143;4;1
32;6;3;16;5;5.66329;2.65988;-2.66329;4;1
32;6;3;16;5;5.64721;2.6463;-2.64721;4;1
32;6;3;16;5;5.57647;2.65697;-2.57647;4;1
32;6;3;16;5;5.68003;2.6746;-2.68003;4;1
32;6;3;16;5;5.72648;2.66917;-2.72648;4;1
32;5;3;16;4;5.659;2.603;-2.659;5;1
32;5;3;16;4;5.767;2.603;-2.767;5;1
32;5;3;16;4;5.735;2.624;-2.735;5;1
32;6;3;16;5;5.722;2.654;-2.722;5;1
32;6;3;16;4;5.765;2.686;-2.765;5;1
32;5;3;16;4;5.605;2.538;-2.605;5;1
32;6;3;16;5;5.692;2.663;-2.692;5;1
32;5;3;16;4;5.581;2.622;-2.581;5;1
32;6;3;16;4;5.805;2.629;-2.805;5;1
32;6;3;16;4;5.858;2.626;-2.858;5;1
32;5;3;16;4;5.569;2.614;-2.569;5;1
32;6;3;16;4;5.587;2.688;-2.587;5;1
32;5;3;16;5;5.735;2.63;-2.735;5;1
32;5;3;16;4;5.692;2.605;-2.692;5;1
32;5;3;16;4;5.713;2.605;-2.713;5;1
32;6;3;16;4;5.653;2.686;-2.653;5;1
32;5;3;16;5;5.692;2.621;-2.692;5;1
32;6;3;16;4;5.859;2.629;-2.859;3;1
32;6;3;16;4;5.691;2.538;-2.691;5;1
32;5;3;16;5;5.722;2.605;-2.722;5;1
32;6;3;16;4;5.711;2.688;-2.711;5;1
32;5;3;16;4;5.708;2.614;-2.708;5;1
32;6;3;16;5;5.602;2.664;-2.602;5;1
32;6;3;16;5;5.562;2.654;-2.562;5;1
32;6;3;16;4;5.805;2.626;-2.805;5;1
32;5;3;16;5;5.677;2.639;-2.677;5;1
32;5;3;16;4;5.734;2.624;-2.734;5;1
32;5;3;16;5;5.562;2.605;-2.562;5;1
32;5;3;16;5;5.695;2.639;-2.695;5;1
32;10;1;15;5;5.912;2.953;-2.912;5;1
32;10;1;15;5;5.732;2.946;-2.732;3;1
32;11;1;15;6;5.861;2.955;-2.861;3;1
32;6;3;16;5;5.602;2.726;-2.602;5;1
32;11;1;15;6;5.939;2.961;-2.939;3;1
32;11;1;15;6;5.912;2.958;-2.912;3;1
32;10;1;15;5;5.912;2.955;-2.912;3;1
32;10;1;15;5;5.861;2.95;-2.861;3;1
32;10;1;15;5;5.861;2.952;-2.861;3;1
32;10;1;15;5;5.861;2.948;-2.861;3;1
32;11;1;15;6;5.861;2.95;-2.861;3;1
32;11;1;15;6;5.955;2.961;-2.955;3;1
32;10;1;15;5;5.939;2.956;-2.939;3;1
32;11;1;15;6;5.939;2.96;-2.939;3;1
32;8;2;16;5;5.589;2.877;-2.589;5;1
32;6;3;16;5;5.55;2.736;-2.55;5;1
32;6;3;16;5;5.619;2.711;-2.619;5;1
32;6;3;16;5;5.624;2.748;-2.624;5;1
32;6;3;16;5;5.59;2.717;-2.59;5;1
32;6;3;16;5;5.55;2.693;-2.55;5;1
32;5;3;16;5;5.534;2.686;-2.534;5;1
32;6;3;16;5;5.535;2.717;-2.535;5;1
32;6;3;16;5;5.53;2.706;-2.53;5;1
32;8;2;16;6;5.594;2.863;-2.594;5;1
32;8;2;16;5;5.57;2.902;-2.57;5;1
32;10;2;16;5;5.49;2.93;-2.49;5;1
32;10;2;16;5;5.527;2.929;-2.527;5;1
32;7;2;16;6;5.706;2.859;-2.706;4;1
32;7;2;16;6;5.729;2.862;-2.729;4;1
32;8;2;16;4;5.562;2.88;-2.562;5;1
32;7;3;16;5;5.478;2.803;-2.478;5;1
32;7;3;16;5;5.59;2.796;-2.59;5;1
32;7;3;16;5;5.547;2.803;-2.547;5;1
32;7;3;16;5;5.644;2.791;-2.644;4;1
32;7;2;16;7;5.726;2.866;-2.726;4;1
32;7;2;16;7;5.729;2.878;-2.729;4;1
32;7;2;16;6;5.712;2.878;-2.712;4;1
32;7;2;16;6;5.709;2.861;-2.709;4;1
32;7;2;16;6;5.695;2.881;-2.695;4;1
32;7;3;16;5;5.49;2.822;-2.49;5;1
32;10;2;16;5;5.481;2.935;-2.481;5;1
32;8;2;16;5;5.664;2.892;-2.664;4;1
32;7;2;16;6;5.588;2.887;-2.588;4;1
32;7;3;16;5;5.591;2.819;-2.591;5;1
32;7;3;16;5;5.486;2.834;-2.486;5;1
32;7;3;16;5;5.59;2.825;-2.59;5;1
32;8;2;16;5;5.485;2.895;-2.485;5;1
32;7;3;16;5;5.596;2.83;-2.596;5;1
32;6;3;16;5;5.519;2.773;-2.519;5;1
32;7;3;16;5;5.596;2.807;-2.596;5;1
32;6;3;16;5;5.528;2.801;-2.528;5;1
32;6;3;16;5;5.608;2.801;-2.608;5;1
32;7;2;16;6;5.625;2.869;-2.625;4;1
32;8;2;16;5;5.655;2.875;-2.655;4;1
32;8;2;16;5;5.545;2.894;-2.545;5;1
32;8;2;16;5;5.593;2.883;-2.593;5;1
32;7;2;16;6;5.5;2.865;-2.5;5;1
32;7;3;16;5;5.706;2.805;-2.706;4;1
32;8;2;16;6;5.508;2.901;-2.508;5;1
32;7;3;16;4;5.547;2.826;-2.547;5;1
32;7;2;16;5;5.515;2.864;-2.515;5;1
32;7;3;16;5;5.627;2.796;-2.627;4;1
32;8;2;16;5;5.546;2.871;-2.546;5;1
32;8;2;16;6;5.562;2.88;-2.562;5;1
32;7;3;16;5;5.639;2.82;-2.639;4;1
32;9;2;16;5;5.6;2.917;-2.6;4;1
32;9;2;16;5;5.65;2.92;-2.65;4;1
32;10;2;16;5;5.562;2.921;-2.562;5;1
32;8;2;16;5;5.594;2.874;-2.594;5;1
32;7;2;16;5;5.571;2.864;-2.571;5;1
32;7;3;16;5;5.651;2.837;-2.651;4;1
32;8;2;16;5;5.597;2.887;-2.597;5;1
32;6;2;16;6;5.562;2.856;-2.562;5;1
32;7;3;16;5;5.593;2.84;-2.593;5;1
32;6;2;16;6;5.562;2.856;-2.562;5;1
32;8;2;16;6;5.562;2.88;-2.562;5;1
32;7;3;16;5;5.73;2.794;-2.73;4;1
32;7;3;16;4;5.707;2.805;-2.707;4;1
32;9;2;16;5;5.49;2.921;-2.49;5;1
32;6;2;16;5;5.539;2.872;-2.539;5;1
32;9;2;16;5;5.725;2.914;-2.725;4;1
32;7;3;16;5;5.658;2.834;-2.658;4;1
32;7;3;16;5;5.594;2.84;-2.594;5;1
32;9;2;16;5;5.709;2.914;-2.709;4;1
32;9;2;16;5;5.721;2.905;-2.721;4;1
32;8;2;16;5;5.596;2.899;-2.596;5;1
32;8;2;16;4;5.714;2.898;-2.714;4;1
32;9;2;16;5;5.693;2.915;-2.693;4;1
32;7;2;16;7;5.675;2.859;-2.675;4;1
32;7;2;16;7;5.581;2.859;-2.581;4;1
32;8;2;16;5;5.661;2.911;-2.661;4;1
32;8;2;16;5;5.611;2.923;-2.611;4;1
32;8;2;16;5;5.478;2.912;-2.478;5;1
32;8;2;16;5;5.513;2.912;-2.513;5;1
32;6;2;16;6;5.562;2.856;-2.562;5;1
32;8;2;16;5;5.562;2.901;-2.562;5;1
32;5;3;16;5;6;2.236;-3;6;0
32;7;3;16;5;5.826;2.783;-2.826;4;0
32;6;3;16;5;5.782;2.673;-2.782;4;0
32;6;3;16;5;5.727;2.612;-2.727;4;0
32;6;3;16;5;5.722;2.727;-2.722;4;0
32;7;3;16;5;5.835;2.823;-2.835;4;0
32;6;3;16;5;5.871;2.727;-2.871;4;0
32;7;3;16;5;5.871;2.817;-2.871;4;0
32;6;3;16;5;5.782;2.683;-2.782;4;0
32;7;3;16;5;5.872;2.819;-2.872;4;0
32;7;3;16;5;5.81;2.815;-2.81;4;0
32;6;3;16;4;5.833;2.677;-2.833;4;0
32;7;3;16;4;5.748;2.809;-2.748;4;0
32;7;3;16;5;5.868;2.732;-2.868;4;0
32;7;3;16;5;5.86;2.805;-2.86;4;0
32;6;3;16;5;5.608;2.756;-2.608;5;0
32;7;3;16;4;5.748;2.833;-2.748;4;0
32;6;3;16;5;5.833;2.689;-2.833;4;0
32;7;3;16;5;5.823;2.805;-2.823;4;0
32;6;3;16;5;5.779;2.657;-2.779;4;0
32;6;3;16;5;5.683;2.741;-2.683;4;0
32;7;3;16;5;5.872;2.819;-2.872;4;0
32;6;3;16;5;5.656;2.773;-2.656;4;0
32;7;3;16;5;5.871;2.817;-2.871;4;0
32;7;3;16;5;5.866;2.812;-2.866;4;0
32;6;3;16;5;5.794;2.752;-2.794;4;0
32;6;3;16;5;5.835;2.683;-2.835;4;0
32;7;3;16;5;5.827;2.816;-2.827;4;0
32;7;3;16;5;5.846;2.818;-2.846;4;0
32;7;3;16;5;5.814;2.823;-2.814;4;0
32;6;3;16;5;5.817;2.767;-2.817;4;0
32;6;3;16;5;5.817;2.767;-2.817;4;0
32;7;3;16;5;5.838;2.815;-2.838;4;0
32;7;3;16;5;5.766;2.766;-2.766;4;0
32;7;3;16;5;5.836;2.821;-2.836;4;0
32;7;3;16;5;5.872;2.819;-2.872;4;0
32;7;3;16;5;5.779;2.784;-2.779;4;0
32;6;3;16;4;5.688;2.709;-2.688;5;0
32;7;3;16;5;5.862;2.805;-2.862;4;0
32;7;3;16;5;5.838;2.815;-2.838;4;0
32;6;3;16;4;5.665;2.634;-2.665;5;0
32;7;3;16;5;5.813;2.797;-2.813;4;0
32;7;3;16;6;5.842;2.8;-2.842;4;0
32;7;3;16;5;5.795;2.814;-2.795;4;0
32;6;3;16;4;5.833;2.67;-2.833;4;0
32;8;3;16;5;5.795;2.834;-2.795;4;0
32;7;3;16;5;5.832;2.781;-2.832;4;0
32;6;3;16;5;5.678;2.719;-2.678;4;0
32;6;3;16;5;5.639;2.684;-2.639;5;0
32;7;3;16;5;5.809;2.797;-2.809;4;0
32;7;3;16;5;5.846;2.815;-2.846;4;0
32;7;3;16;5;5.838;2.815;-2.838;4;0
32;7;3;16;5;5.846;2.815;-2.846;4;0
32;7;3;16;5;5.805;2.824;-2.805;4;0
32;7;3;16;5;5.854;2.799;-2.854;4;0
32;8;3;16;5;5.816;2.827;-2.816;4;0
32;6;3;16;5;5.723;2.619;-2.723;4;0
32;7;3;16;5;5.679;2.783;-2.679;4;0
32;6;3;16;5;5.759;2.625;-2.759;4;0
32;6;3;16;5;5.813;2.653;-2.813;4;0
32;6;3;16;5;5.638;2.702;-2.638;4;0
32;7;3;16;5;5.707;2.783;-2.707;4;0
32;7;3;16;5;5.821;2.814;-2.821;4;0
32;7;3;16;5;5.842;2.809;-2.842;4;0
32;7;3;16;5;5.819;2.812;-2.819;4;0
32;6;3;16;5;5.719;2.634;-2.719;4;0
32;7;3;16;5;5.821;2.812;-2.821;4;0
32;6;3;16;5;5.781;2.729;-2.781;4;0
32;7;3;16;5;5.865;2.81;-2.865;4;0
32;7;3;16;5;5.846;2.815;-2.846;4;0
32;6;3;16;5;5.804;2.635;-2.804;4;0
32;6;3;16;5;5.804;2.645;-2.804;4;0
32;6;3;16;4;5.706;2.622;-2.706;4;0
32;6;3;16;4;5.691;2.774;-2.691;5;0
32;7;3;16;4;5.727;2.805;-2.727;4;0
32;8;3;16;5;5.795;2.834;-2.795;4;0
32;8;3;16;5;5.844;2.826;-2.844;4;0
32;7;3;16;5;5.766;2.766;-2.766;4;0
32;6;3;16;5;5.554;2.688;-2.554;4;0
32;7;3;16;5;5.869;2.815;-2.869;4;0
32;7;3;16;5;5.861;2.806;-2.861;4;0
32;6;3;16;5;5.852;2.796;-2.852;4;0
32;7;3;16;5;5.865;2.811;-2.865;4;0
32;7;3;16;5;5.856;2.8;-2.856;4;0
32;5;3;16;5;5.813;2.629;-2.813;4;0
32;7;3;16;5;5.804;2.795;-2.804;4;0
32;7;3;16;5;5.855;2.799;-2.855;4;0
32;7;3;16;5;5.813;2.825;-2.813;4;0
32;5;3;16;5;5.688;2.619;-2.688;4;0
32;7;3;16;5;5.86;2.805;-2.86;4;0
32;7;3;16;5;5.855;2.799;-2.855;4;0
32;8;3;16;5;5.838;2.822;-2.838;4;0
32;7;3;16;5;5.868;2.815;-2.868;4;0
32;6;3;16;6;5.804;2.748;-2.804;4;0
32;7;3;16;5;5.805;2.824;-2.805;4;0
32;8;3;16;5;5.844;2.826;-2.844;4;0
32;5;3;16;4;5.738;2.641;-2.738;4;0
32;7;3;16;5;5.8;2.814;-2.8;4;0
32;6;3;16;5;5.705;2.617;-2.705;5;0
32;6;3;16;5;5.671;2.62;-2.671;5;0
32;7;3;16;6;5.873;2.782;-2.873;4;0
32;6;3;16;5;5.738;2.653;-2.738;4;0
32;7;3;16;5;5.827;2.781;-2.827;4;0
32;6;3;16;4;5.651;2.648;-2.651;5;0
32;7;3;16;5;5.791;2.785;-2.791;4;0
32;7;3;16;5;5.832;2.797;-2.832;4;0
32;7;3;16;6;5.804;2.834;-2.804;4;0
32;6;3;16;5;5.639;2.626;-2.639;5;0
32;7;3;16;5;5.843;2.811;-2.843;4;0
32;6;3;16;5;5.642;2.746;-2.642;4;0
32;7;3;16;5;5.843;2.783;-2.843;4;0
32;7;3;16;5;5.843;2.761;-2.843;4;0
32;7;3;16;5;5.81;2.781;-2.81;4;0
32;7;3;16;5;5.766;2.791;-2.766;4;0
32;7;3;16;5;5.844;2.756;-2.844;4;0
32;6;3;16;5;5.813;2.669;-2.813;4;0
32;7;3;16;5;5.835;2.77;-2.835;4;0
32;5;3;16;5;5.651;2.613;-2.651;5;0
32;8;3;16;5;5.816;2.826;-2.816;4;0
32;7;3;16;5;5.832;2.811;-2.832;4;0
32;7;3;16;5;5.841;2.811;-2.841;4;0
32;6;3;16;5;5.835;2.689;-2.835;4;0
32;7;3;16;5;5.838;2.821;-2.838;4;0
32;7;3;16;5;5.806;2.816;-2.806;4;0
32;7;3;16;5;5.761;2.763;-2.761;4;0
32;6;3;16;5;5.705;2.715;-2.705;4;0
32;6;3;16;5;5.722;2.644;-2.722;4;0
32;6;3;16;4;5.778;2.666;-2.778;4;0
32;6;3;16;5;5.796;2.645;-2.796;4;0
32;7;3;16;5;5.827;2.783;-2.827;4;0
32;8;3;16;5;5.815;2.827;-2.815;4;0
32;7;3;16;5;5.863;2.809;-2.863;4;0
32;7;3;16;5;5.862;2.808;-2.862;4;0
32;7;3;16;5;5.841;2.815;-2.841;4;0
32;6;3;16;4;5.714;2.625;-2.714;4;0
32;7;3;16;5;5.808;2.812;-2.808;4;0
32;7;3;16;5;5.848;2.818;-2.848;4;0
32;6;3;16;5;5.616;2.676;-2.616;5;0
32;6;3;16;5;5.725;2.728;-2.725;4;0
32;7;3;16;5;5.844;2.812;-2.844;4;0
32;6;3;16;5;5.814;2.645;-2.814;4;0
32;7;3;16;5;5.828;2.816;-2.828;4;0
32;7;3;16;5;5.856;2.801;-2.856;4;0
32;7;3;16;5;5.762;2.762;-2.762;4;0
32;7;3;16;5;5.834;2.805;-2.834;4;0
32;7;3;16;5;5.816;2.825;-2.816;4;0
32;7;3;16;5;5.834;2.805;-2.834;4;0
32;7;3;16;4;5.793;2.81;-2.793;4;0
32;7;3;16;5;5.809;2.825;-2.809;4;0
32;7;3;16;5;5.846;2.815;-2.846;4;0
32;7;3;16;5;5.843;2.817;-2.843;4;0
32;7;3;16;5;5.837;2.816;-2.837;4;0
32;7;3;16;6;5.844;2.813;-2.844;4;0
32;8;3;16;4;5.813;2.825;-2.813;4;0
32;7;3;16;5;5.828;2.815;-2.828;4;0
32;7;3;16;5;5.87;2.815;-2.87;4;0
32;7;3;16;5;5.798;2.79;-2.798;4;0
32;6;3;16;4;5.721;2.627;-2.721;4;0
32;6;3;16;5;5.784;2.753;-2.784;4;0
32;7;3;16;4;5.806;2.81;-2.806;4;0
32;7;3;16;5;5.804;2.81;-2.804;4;0
32;6;3;16;5;5.759;2.637;-2.759;4;0
32;6;3;16;5;5.779;2.634;-2.779;4;0
32;7;3;16;6;5.856;2.814;-2.856;4;0
32;7;3;16;4;5.815;2.81;-2.815;4;0
32;8;3;16;5;5.844;2.826;-2.844;4;0
32;7;3;16;5;5.846;2.815;-2.846;4;0
32;7;3;16;4;5.812;2.825;-2.812;4;0
32;6;3;16;4;5.684;2.684;-2.684;4;0
32;7;3;16;5;5.818;2.814;-2.818;4;0
32;7;3;16;5;5.821;2.816;-2.821;4;0
32;6;3;16;5;5.622;2.714;-2.622;4;0
32;7;3;16;5;5.842;2.772;-2.842;4;0
32;6;3;16;5;5.661;2.721;-2.661;4;0
32;7;3;16;6;5.824;2.828;-2.824;4;0
32;7;3;16;5;5.773;2.824;-2.773;4;0
32;7;3;16;5;5.834;2.809;-2.834;4;0
32;7;3;16;5;5.848;2.817;-2.848;4;0
32;6;3;16;5;5.844;2.766;-2.844;4;0
32;7;3;16;5;5.823;2.805;-2.823;4;0
32;7;3;16;5;5.837;2.812;-2.837;4;0
32;7;3;16;5;5.816;2.823;-2.816;4;0
32;7;3;16;5;5.87;2.815;-2.87;4;0
32;6;3;16;5;5.7;2.617;-2.7;5;0
32;6;3;16;4;5.62;2.691;-2.62;5;0
32;7;3;16;5;5.854;2.761;-2.854;4;0
32;7;3;16;5;5.826;2.814;-2.826;4;0
32;6;3;16;5;5.726;2.619;-2.726;4;0
32;5;3;16;5;5.633;2.675;-2.633;4;0
32;5;3;16;5;5.66;2.603;-2.66;4;0
32;7;3;16;6;5.873;2.811;-2.873;4;0
32;7;3;16;6;5.844;2.829;-2.844;4;0
32;8;3;16;5;5.805;2.837;-2.805;4;0
32;7;3;16;5;5.866;2.808;-2.866;4;0
32;6;3;16;5;5.656;2.643;-2.656;5;0
32;7;3;16;6;5.869;2.792;-2.869;4;0
32;6;3;16;5;5.666;2.733;-2.666;4;0
32;7;3;16;5;5.853;2.789;-2.853;4;0
32;6;3;16;5;5.687;2.729;-2.687;4;0
32;8;3;16;5;5.841;2.823;-2.841;4;0
32;7;3;16;5;5.863;2.809;-2.863;4;0
32;6;3;16;5;5.873;2.721;-2.873;4;0
32;7;3;16;5;5.871;2.817;-2.871;4;0
32;6;3;16;5;5.776;2.683;-2.776;4;0
32;6;3;16;5;5.726;2.739;-2.726;4;0
32;6;3;16;5;5.873;2.718;-2.873;4;0
32;6;3;16;5;5.855;2.756;-2.855;4;0
32;6;3;16;5;5.707;2.73;-2.707;4;0
32;6;3;16;5;5.68;2.69;-2.68;4;0
32;6;3;16;5;5.735;2.63;-2.735;4;0
32;8;3;16;5;5.839;2.822;-2.839;4;0
32;6;3;16;5;5.705;2.715;-2.705;4;0
32;7;3;16;5;5.839;2.813;-2.839;4;0
32;7;3;16;5;5.833;2.809;-2.833;4;0
32;7;3;16;5;5.847;2.814;-2.847;4;0
32;7;3;16;5;5.855;2.784;-2.855;4;0
32;7;3;16;5;5.862;2.805;-2.862;4;0
32;7;3;16;5;5.816;2.825;-2.816;4;0
32;7;3;16;5;5.867;2.81;-2.867;4;0
32;7;3;16;5;5.845;2.818;-2.845;4;0
32;7;3;16;5;5.841;2.814;-2.841;4;0
32;7;3;16;5;5.838;2.813;-2.838;4;0
32;7;3;16;5;5.84;2.814;-2.84;4;0
32;7;3;16;5;5.845;2.818;-2.845;4;0
32;7;3;16;5;5.842;2.816;-2.842;4;0
32;7;3;16;5;5.856;2.801;-2.856;4;0
32;7;3;16;5;5.862;2.805;-2.862;4;0
32;7;3;16;5;5.837;2.816;-2.837;4;0
32;7;3;16;5;5.854;2.798;-2.854;4;0
32;7;3;16;5;5.87;2.769;-2.87;4;0
32;7;3;16;5;5.871;2.767;-2.871;4;0
32;7;3;16;5;5.827;2.815;-2.827;4;0
32;7;3;16;5;5.865;2.809;-2.865;4;0
32;7;3;16;5;5.867;2.811;-2.867;4;0
32;7;3;16;5;5.86;2.805;-2.86;4;0
32;7;3;16;5;5.811;2.791;-2.811;4;0
32;6;3;16;5;5.678;2.728;-2.678;4;0
32;6;3;16;5;5.707;2.738;-2.707;4;0
32;7;3;16;5;5.824;2.791;-2.824;4;0
32;6;3;16;5;5.712;2.724;-2.712;4;0
32;7;3;16;6;5.804;2.794;-2.804;4;0
32;7;3;16;5;5.804;2.805;-2.804;4;0
32;7;3;16;5;5.741;2.785;-2.841;4;0
32;7;3;16;5;5.843;2.789;-2.843;4;0
32;7;3;16;5;5.831;2.817;-2.831;4;0
32;7;3;16;5;5.834;2.809;-2.834;4;0
32;7;3;16;5;5.837;2.783;-2.837;4;0
32;7;3;16;5;5.87;2.731;-2.87;4;0
32;6;3;16;5;5.865;2.737;-2.865;4;0
32;7;3;16;5;5.704;2.792;-2.704;4;0
32;6;3;16;5;5.706;2.73;-2.706;4;0
34;5;3;17;6;5.595;2.645;-2.595;5;0
